file_name;time;battery;connection;service
0140_009.2B.jpg;7.477;100;cellular;cloud
0140_009.2B.jpg;6.455;100;cellular;cloud
0140_009.2B.jpg;6.395;100;cellular;cloud
0140_009.2B.jpg;6.355;100;cellular;cloud
0140_009.2B.jpg;6.294;100;cellular;cloud
0140_009.2B.jpg;6.012;100;cellular;cloud
0140_009.2B.jpg;6.066;100;cellular;cloud
0140_009.2B.jpg;5.939;100;cellular;cloud
0140_009.2B.jpg;6.205;100;cellular;cloud
0140_009.2B.jpg;5.965;100;cellular;cloud
0140_009.2B.jpg;6.037;100;cellular;cloud
0140_009.2B.jpg;6.04;100;cellular;cloud
0140_009.2B.jpg;6.124;100;cellular;cloud
0140_009.2B.jpg;6.119;100;cellular;cloud
0140_009.2B.jpg;6.11;100;cellular;cloud
0140_009.2B.jpg;6.314;100;cellular;cloud
0140_009.2B.jpg;5.882;100;cellular;cloud
0140_009.2B.jpg;6.017;100;cellular;cloud
0140_009.2B.jpg;6.038;100;cellular;cloud
0140_009.2B.jpg;6.014;100;cellular;cloud
0140_009.2B.jpg;5.927;100;cellular;cloud
0140_009.2B.jpg;6.042;100;cellular;cloud
0140_009.2B.jpg;6.328;100;cellular;cloud
0140_009.2B.jpg;5.947;100;cellular;cloud
0140_009.2B.jpg;5.968;100;cellular;cloud
0140_009.2B.jpg;6.015;100;cellular;cloud
0140_009.2B.jpg;5.946;100;cellular;cloud
0140_009.2B.jpg;6.025;100;cellular;cloud
0140_009.2B.jpg;6.109;100;cellular;cloud
0140_009.2B.jpg;6.095;100;cellular;cloud
0140_009.2B.jpg;6.49;100;cellular;cloud
0140_009.2B.jpg;6.104;100;cellular;cloud
0140_009.2B.jpg;6.225;100;cellular;cloud
0140_009.2B.jpg;5.91;100;cellular;cloud
0140_009.2B.jpg;6.144;100;cellular;cloud
0140_009.2B.jpg;6.197;100;cellular;cloud
0140_009.2B.jpg;6.015;100;cellular;cloud
0140_009.2B.jpg;6.123;100;cellular;cloud
0140_009.2B.jpg;6.16;100;cellular;cloud
0140_009.2B.jpg;6.101;100;cellular;cloud
0140_009.2B.jpg;6.126;100;cellular;cloud
0140_009.2B.jpg;5.974;100;cellular;cloud
0140_009.2B.jpg;6.094;100;cellular;cloud
0140_009.2B.jpg;6.544;100;cellular;cloud
0140_009.2B.jpg;6.578;100;cellular;cloud
0140_009.2B.jpg;6.111;100;cellular;cloud
0140_009.2B.jpg;5.961;100;cellular;cloud
0140_009.2B.jpg;6.019;100;cellular;cloud
0140_009.2B.jpg;6.351;99;cellular;cloud
5380_015.2B.jpg;10.327;99;cellular;cloud
5380_015.2B.jpg;10.383;99;cellular;cloud
5380_015.2B.jpg;10.177;99;cellular;cloud
5380_015.2B.jpg;10.258;99;cellular;cloud
5380_015.2B.jpg;10.17;99;cellular;cloud
5380_015.2B.jpg;10.01;99;cellular;cloud
5380_015.2B.jpg;10.37;99;cellular;cloud
5380_015.2B.jpg;10.428;99;cellular;cloud
5380_015.2B.jpg;10.204;99;cellular;cloud
5380_015.2B.jpg;10.125;99;cellular;cloud
5380_015.2B.jpg;10.094;99;cellular;cloud
5380_015.2B.jpg;10.103;99;cellular;cloud
5380_015.2B.jpg;10.12;99;cellular;cloud
5380_015.2B.jpg;10.994;99;cellular;cloud
5380_015.2B.jpg;10.17;98;cellular;cloud
5954_078.2B.jpg;1.94;98;cellular;cloud
5954_078.2B.jpg;1.805;98;cellular;cloud
5954_078.2B.jpg;1.858;98;cellular;cloud
5954_078.2B.jpg;1.879;98;cellular;cloud
5954_078.2B.jpg;1.957;98;cellular;cloud
5954_078.2B.jpg;1.804;98;cellular;cloud
5954_078.2B.jpg;1.784;98;cellular;cloud
5954_078.2B.jpg;1.857;98;cellular;cloud
5954_078.2B.jpg;1.904;98;cellular;cloud
5954_078.2B.jpg;1.926;98;cellular;cloud
5954_078.2B.jpg;1.971;98;cellular;cloud
5954_078.2B.jpg;1.963;98;cellular;cloud
5954_078.2B.jpg;1.886;98;cellular;cloud
5954_078.2B.jpg;1.848;98;cellular;cloud
5954_078.2B.jpg;2.054;98;cellular;cloud
5954_078.2B.jpg;1.929;98;cellular;cloud
5954_078.2B.jpg;1.777;98;cellular;cloud
5954_078.2B.jpg;1.875;98;cellular;cloud
5954_078.2B.jpg;1.783;98;cellular;cloud
5954_078.2B.jpg;1.884;98;cellular;cloud
5954_078.2B.jpg;1.856;98;cellular;cloud
5954_078.2B.jpg;1.886;98;cellular;cloud
5954_078.2B.jpg;1.849;98;cellular;cloud
5954_078.2B.jpg;1.792;98;cellular;cloud
5954_078.2B.jpg;1.781;98;cellular;cloud
5954_078.2B.jpg;1.879;98;cellular;cloud
5954_078.2B.jpg;1.921;98;cellular;cloud
5954_078.2B.jpg;1.863;98;cellular;cloud
5954_078.2B.jpg;1.877;98;cellular;cloud
5954_078.2B.jpg;1.787;98;cellular;cloud
5954_078.2B.jpg;1.858;98;cellular;cloud
5954_078.2B.jpg;1.776;98;cellular;cloud
5954_078.2B.jpg;1.803;98;cellular;cloud
5954_078.2B.jpg;1.802;98;cellular;cloud
5954_078.2B.jpg;1.814;98;cellular;cloud
5954_078.2B.jpg;1.888;98;cellular;cloud
5954_078.2B.jpg;1.852;98;cellular;cloud
5954_078.2B.jpg;1.798;98;cellular;cloud
5954_078.2B.jpg;1.852;98;cellular;cloud
5954_078.2B.jpg;1.816;98;cellular;cloud
5954_078.2B.jpg;1.866;98;cellular;cloud
5954_078.2B.jpg;1.865;98;cellular;cloud
5954_078.2B.jpg;1.872;98;cellular;cloud
5954_078.2B.jpg;1.877;98;cellular;cloud
5954_078.2B.jpg;1.863;98;cellular;cloud
5954_078.2B.jpg;1.802;98;cellular;cloud
5954_078.2B.jpg;1.802;98;cellular;cloud
5954_078.2B.jpg;1.931;98;cellular;cloud
5954_078.2B.jpg;2.009;98;cellular;cloud
5954_078.2B.jpg;1.867;98;cellular;cloud
5954_078.2B.jpg;1.785;98;cellular;cloud
5954_078.2B.jpg;1.867;98;cellular;cloud
5954_078.2B.jpg;1.812;98;cellular;cloud
